Month,Day,Version,Shop,Hour,Volume
8,10,plan,KP,5,3231.28
8,10,plan,MP,5,2262.63
8,10,actual,Total,6,4726.88
8,10,actual,KP,6,2796.02
8,10,actual,MP,6,1930.86
8,10,actual,unbalance,6,769.12
8,10,plan,Total,6,5496
8,10,plan,KP,6,3231.28
8,10,plan,MP,6,2264.73
8,10,actual,Total,7,5184.89
8,10,actual,KP,7,2753.12
8,10,actual,MP,7,2431.78
8,10,actual,unbalance,7,311.11
8,10,plan,Total,7,5496
8,10,plan,KP,7,3231.28
8,10,plan,MP,7,2264.73
8,10,actual,Total,8,4722.66
8,10,actual,KP,8,2766.4
8,10,actual,MP,8,1956.27
8,10,actual,unbalance,8,483.34
8,10,plan,Total,8,5206
8,10,plan,KP,8,2992.49
8,10,plan,MP,8,2213.8
8,10,actual,Total,9,5103.68
8,10,actual,KP,9,2842.03
8,10,actual,MP,9,2261.65
8,10,actual,unbalance,9,-23.68
8,10,plan,Total,9,5080
8,10,plan,KP,9,2815.7
8,10,plan,MP,9,2264.73
8,10,actual,Total,10,5077.51
8,10,actual,KP,10,2685.77
8,10,actual,MP,10,2391.74
8,10,actual,unbalance,10,179.49
8,10,plan,Total,10,5257
8,10,plan,KP,10,2992.49
8,10,plan,MP,10,2264.73
8,10,actual,Total,11,4939.26
8,10,actual,KP,11,2655.85
8,10,actual,MP,11,2283.41
8,10,actual,unbalance,11,315.75
8,10,plan,Total,11,5255
8,10,plan,KP,11,2992.49
8,10,plan,MP,11,2262.63
8,10,actual,Total,12,5705.79
8,10,actual,KP,12,3332.38
8,10,actual,MP,12,2373.41
8,10,actual,unbalance,12,-209.79
8,10,plan,Total,12,5496
8,10,plan,KP,12,3231.28
8,10,plan,MP,12,2264.73
8,10,actual,Total,13,5777.85
8,10,actual,KP,13,3282.84
8,10,actual,MP,13,2495.01
8,10,actual,unbalance,13,49.15
8,10,plan,Total,13,5827
8,10,plan,KP,13,2992.49
8,10,plan,MP,13,2834.12
8,10,actual,Total,14,5066.54
8,10,actual,KP,14,2996.77
8,10,actual,MP,14,2069.76
8,10,actual,unbalance,14,538.46
8,10,plan,Total,14,5605
8,10,plan,KP,14,3231.28
8,10,plan,MP,14,2373.41
8,10,actual,Total,15,4733.05
8,10,actual,KP,15,2872.47
8,10,actual,MP,15,1860.58
8,10,actual,unbalance,15,871.95
8,10,plan,Total,15,5605
8,10,plan,KP,15,3231.28
8,10,plan,MP,15,2373.41
8,10,actual,Total,16,5446.35
8,10,actual,KP,16,2980.6
8,10,actual,MP,16,2465.75
8,10,actual,unbalance,16,49.65
8,10,plan,Total,16,5496
8,10,plan,KP,16,3231.28
8,10,plan,MP,16,2264.73
8,10,actual,Total,17,4912.4
8,10,actual,KP,17,2889.68
8,10,actual,MP,17,2022.72
8,10,actual,unbalance,17,-79.4
8,10,plan,Total,17,4833
8,10,plan,KP,17,2872.47
8,10,plan,MP,17,1960.58
8,10,actual,Total,18,4983.87
8,10,actual,KP,18,2972.19
8,10,actual,MP,18,2011.68
8,10,actual,unbalance,18,-250.87
8,10,plan,Total,18,4733
8,10,plan,KP,18,2772.47
8,10,plan,MP,18,1960.58
8,10,actual,Total,19,4319.73
8,10,actual,KP,19,2697.09
8,10,actual,MP,19,1622.63
8,10,actual,unbalance,19,942.28
8,10,plan,Total,19,5262
8,10,plan,KP,19,2996.77
8,10,plan,MP,19,2264.73
8,10,actual,Total,20,4872.03
8,10,actual,KP,20,3215.47
8,10,actual,MP,20,1656.55
8,10,actual,unbalance,20,119.97
8,10,plan,Total,20,4992
8,10,plan,KP,20,3031.28
8,10,plan,MP,20,1960.58
8,10,actual,Total,21,4688.26
8,10,actual,KP,21,3023.06
8,10,actual,MP,21,1665.19
8,10,actual,unbalance,21,-76.26
8,10,plan,Total,21,4612
8,10,plan,KP,21,2689.68
8,10,plan,MP,21,1922.72
8,10,actual,Total,22,4532.6
8,10,actual,KP,22,2664.73
8,10,actual,MP,22,1867.87
8,10,actual,unbalance,22,-20.6
8,10,plan,Total,22,4512
8,10,plan,KP,22,2689.68
8,10,plan,MP,22,1822.72
8,10,actual,Total,23,4750.22
8,10,actual,KP,23,2792.24
8,10,actual,MP,23,1957.99
8,10,actual,unbalance,23,-162.22
8,10,plan,Total,23,4588
8,10,plan,KP,23,2923.06
8,10,plan,MP,23,1665.19
8,10,actual,Total,24,2487.39
8,10,actual,KP,24,1200.89
8,10,actual,MP,24,1286.5
8,10,actual,unbalance,24,1900.87
8,10,plan,Total,24,4388.26
8,10,plan,KP,24,2723.06
8,10,plan,MP,24,1665.19
8,10,actual,Total,25,2329.12
8,10,actual,KP,25,1093.43
8,10,actual,MP,25,1235.69
8,10,actual,unbalance,25,117
8,10,plan,Total,25,2446.13
8,10,plan,KP,25,1223.06
8,10,plan,MP,25,1223.06
8,10,actual,Total,26,3552.75
8,10,actual,KP,26,2414.6
8,10,actual,MP,26,1138.15
8,10,actual,unbalance,26,525.99
8,10,plan,Total,26,4078.74
8,10,plan,KP,26,2792.24
8,10,plan,MP,26,1286.5
8,10,actual,Total,27,4526.3
8,10,actual,KP,27,2604.27
8,10,actual,MP,27,1922.03
8,10,actual,unbalance,27,368.89
8,10,plan,Total,27,4895.19
8,10,plan,KP,27,2872.47
8,10,plan,MP,27,2022.72
8,10,actual,Total,28,5081.61
8,10,actual,KP,28,3180.07
8,10,actual,MP,28,1901.54
8,10,actual,unbalance,28,-493.36
8,10,plan,Total,28,4588.26
8,10,plan,KP,28,2923.06
8,10,plan,MP,28,1665.19
8,10,actual,Total,29,4950.66
8,10,actual,KP,29,2895.4
8,10,actual,MP,29,2055.26
8,10,actual,unbalance,29,-562.4
8,10,plan,Total,29,4388.26
8,10,plan,KP,29,2723.06
8,10,plan,MP,29,1665.19
8,10,actual,Total,30,4035.7
8,10,actual,KP,30,2584.45
8,10,actual,MP,30,1451.24
8,10,actual,unbalance,30,897.12
8,10,plan,Total,30,4932.82
8,10,plan,KP,30,3031.28
8,10,plan,MP,30,1901.54
8,10,actual,Total,31,3552.75
8,10,actual,KP,31,2414.6
8,10,actual,MP,31,1138.15
8,10,actual,unbalance,31,1243.72
8,10,plan,Total,31,4796.47
8,10,plan,KP,31,3031.28
8,10,plan,MP,31,1765.19
8,11,actual,Total,1,3577.89
8,11,actual,KP,1,1607.43
8,11,actual,MP,1,1970.46
8,11,actual,unbalance,1,1333.11
8,11,plan,Total,1,4911
8,11,plan,KP,1,2673.86
8,11,plan,MP,1,2236.67
8,11,actual,Total,2,4765.12
8,11,actual,KP,2,2479
8,11,actual,MP,2,2286.12
8,11,actual,unbalance,2,300.88
8,11,plan,Total,2,5066
8,11,plan,KP,2,2829.06
8,11,plan,MP,2,2236.67
8,11,actual,Total,3,4941.49
8,11,actual,KP,3,2508.29
8,11,actual,MP,3,2433.2
8,11,actual,unbalance,3,-60.49
8,11,plan,Total,3,4881
8,11,plan,KP,3,2758.62
8,11,plan,MP,3,2122.46
8,11,actual,Total,4,4536.18
8,11,actual,KP,4,2808.15
8,11,actual,MP,4,1728.04
8,11,actual,unbalance,4,463.82
8,11,plan,Total,4,5000
8,11,plan,KP,4,2763.37
8,11,plan,MP,4,2236.67
8,11,actual,Total,5,4865.27
8,11,actual,KP,5,2753.02
8,11,actual,MP,5,2112.25
8,11,actual,unbalance,5,337.73
8,11,plan,Total,5,5203
8,11,plan,KP,5,2829.06
8,11,plan,MP,5,2373.95
8,11,actual,Total,6,4619.43
8,11,actual,KP,6,2537.81
8,11,actual,MP,6,2081.62
8,11,actual,unbalance,6,840.57
8,11,plan,Total,6,5460
8,11,plan,KP,6,2829.06
8,11,plan,MP,6,2631.29
8,11,actual,Total,7,5106.83
8,11,actual,KP,7,2529.55
8,11,actual,MP,7,2577.28
8,11,actual,unbalance,7,353.17
8,11,plan,Total,7,5460
8,11,plan,KP,7,2829.06
8,11,plan,MP,7,2631.29
8,11,actual,Total,8,4861.1
8,11,actual,KP,8,2378.12
8,11,actual,MP,8,2482.98
8,11,actual,unbalance,8,-65.1
8,11,plan,Total,8,4796
8,11,plan,KP,8,2673.86
8,11,plan,MP,8,2122.46
8,11,actual,Total,9,4862.44
8,11,actual,KP,9,2514.67
8,11,actual,MP,9,2347.77
8,11,actual,unbalance,9,532.56
8,11,plan,Total,9,5395
8,11,plan,KP,9,2763.4
8,11,plan,MP,9,2631.29
8,11,actual,Total,10,5422.37
8,11,actual,KP,10,2841.41
8,11,actual,MP,10,2580.96
8,11,actual,unbalance,10,-117.37
8,11,plan,Total,10,5305
8,11,plan,KP,10,2673.86
8,11,plan,MP,10,2631.29
8,11,actual,Total,11,4980.82
8,11,actual,KP,11,2564.79
8,11,actual,MP,11,2416.04
8,11,actual,unbalance,11,67.18
8,11,plan,Total,11,5048
8,11,plan,KP,11,2673.86
8,11,plan,MP,11,2373.95
8,11,actual,Total,12,4576.21
8,11,actual,KP,12,2704.55
8,11,actual,MP,12,1871.66
8,11,actual,unbalance,12,883.79
8,11,plan,Total,12,5460
8,11,plan,KP,12,2829.06
8,11,plan,MP,12,2631.29
8,11,actual,Total,13,5661.83
8,11,actual,KP,13,3186.99
8,11,actual,MP,13,2474.85
8,11,actual,unbalance,13,-875.83
8,11,plan,Total,13,4786
8,11,plan,KP,13,2673.86
8,11,plan,MP,13,2112.25
8,11,actual,Total,14,4629.92
8,11,actual,KP,14,2530.47
8,11,actual,MP,14,2099.45
8,11,actual,unbalance,14,71.09
8,11,plan,Total,14,4701
8,11,plan,KP,14,2829.06
8,11,plan,MP,14,1871.66
8,11,actual,Total,15,4588.56
8,11,actual,KP,15,2544.98
8,11,actual,MP,15,2043.58
8,11,actual,unbalance,15,312.44
8,11,plan,Total,15,4901
8,11,plan,KP,15,3029.06
8,11,plan,MP,15,1871.66
8,11,actual,Total,16,5022.94
8,11,actual,KP,16,2676.86
8,11,actual,MP,16,2346.08
8,11,actual,unbalance,16,437.06
8,11,plan,Total,16,5460
8,11,plan,KP,16,2829.06
8,11,plan,MP,16,2631.29
8,11,actual,Total,17,4737.24
8,11,actual,KP,17,2729.68
8,11,actual,MP,17,2007.55
8,11,actual,unbalance,17,-148.24
8,11,plan,Total,17,4589
8,11,plan,KP,17,2544.98
8,11,plan,MP,17,2043.58
8,11,actual,Total,18,5123.92
8,11,actual,KP,18,3042.24
8,11,actual,MP,18,2081.68
8,11,actual,unbalance,18,-534.92
8,11,plan,Total,18,4589
8,11,plan,KP,18,2544.98
8,11,plan,MP,18,2043.58
8,11,actual,Total,19,4092.08
8,11,actual,KP,19,2257.49
8,11,actual,MP,19,1834.59
8,11,actual,unbalance,19,1069.92
8,11,plan,Total,19,5162
8,11,plan,KP,19,2530.47
8,11,plan,MP,19,2631.29
8,11,actual,Total,20,4287.74
8,11,actual,KP,20,2557.99
8,11,actual,MP,20,1729.76
8,11,actual,unbalance,20,485.26
8,11,plan,Total,20,4773
8,11,plan,KP,20,2729.06
8,11,plan,MP,20,2043.58
8,11,actual,Total,21,4209.72
8,11,actual,KP,21,2486.96
8,11,actual,MP,21,1722.76
8,11,actual,unbalance,21,527.28
8,11,plan,Total,21,4737
8,11,plan,KP,21,2729.68
8,11,plan,MP,21,2007.55
8,11,actual,Total,22,4174.73
8,11,actual,KP,22,2269.7
8,11,actual,MP,22,1905.03
8,11,actual,unbalance,22,562.27
8,11,plan,Total,22,4737
8,11,plan,KP,22,2729.68
8,11,plan,MP,22,2007.55
8,11,actual,Total,23,4403.22
8,11,actual,KP,23,2407.65
8,11,actual,MP,23,1995.58
8,11,actual,unbalance,23,-193.22
8,11,plan,Total,23,4210
8,11,plan,KP,23,2486.96
8,11,plan,MP,23,1722.76
8,11,actual,Total,24,2338.28
8,11,actual,KP,24,1113.88
8,11,actual,MP,24,1224.41
8,11,actual,unbalance,24,1871.44
8,11,plan,Total,24,4209.72
8,11,plan,KP,24,2486.96
8,11,plan,MP,24,1722.76
8,11,actual,Total,25,2244.37
8,11,actual,KP,25,1095.86
8,11,actual,MP,25,1148.5
8,11,actual,unbalance,25,329.55
8,11,plan,Total,25,2573.92
8,11,plan,KP,25,1286.96
8,11,plan,MP,25,1286.96
8,11,actual,Total,26,3884.02
8,11,actual,KP,26,2705.56
8,11,actual,MP,26,1178.47
8,11,actual,unbalance,26,-251.97
8,11,plan,Total,26,3632.06
8,11,plan,KP,26,2407.65
8,11,plan,MP,26,1224.41
8,11,actual,Total,27,3906.58
8,11,actual,KP,27,2193.53
8,11,actual,MP,27,1713.04
8,11,actual,unbalance,27,645.95
8,11,plan,Total,27,4552.53
8,11,plan,KP,27,2544.98
8,11,plan,MP,27,2007.55
8,11,actual,Total,28,4952.89
8,11,actual,KP,28,2768.43
8,11,actual,MP,28,2184.46
8,11,actual,unbalance,28,-743.17
8,11,plan,Total,28,4209.72
8,11,plan,KP,28,2486.96
8,11,plan,MP,28,1722.76
8,11,actual,Total,29,4871.7
8,11,actual,KP,29,2750.85
8,11,actual,MP,29,2120.85
8,11,actual,unbalance,29,-661.98
8,11,plan,Total,29,4209.72
8,11,plan,KP,29,2486.96
8,11,plan,MP,29,1722.76
8,11,actual,Total,30,4157.23
8,11,actual,KP,30,2372.66
8,11,actual,MP,30,1784.57
8,11,actual,unbalance,30,756.29
8,11,plan,Total,30,4913.52
8,11,plan,KP,30,2729.06
8,11,plan,MP,30,2184.46
8,11,actual,Total,31,3884.02
8,11,actual,KP,31,2705.56
8,11,actual,MP,31,1178.47
8,11,actual,unbalance,31,567.8
8,11,plan,Total,31,4451.82
8,11,plan,KP,31,2729.06
8,11,plan,MP,31,1722.76
8,12,actual,Total,1,4503.58
8,12,actual,KP,1,2247.02
8,12,actual,MP,1,2256.56
8,12,actual,unbalance,1,33.42
8,12,plan,Total,1,4537
8,12,plan,KP,1,2635.9
8,12,plan,MP,1,1900.95
8,12,actual,Total,2,4809.86
8,12,actual,KP,2,2197.63
8,12,actual,MP,2,2612.23
8,12,actual,unbalance,2,-344.86
8,12,plan,Total,2,4465
8,12,plan,KP,2,2564.49
8,12,plan,MP,2,1900.95
8,12,actual,Total,3,4645.51
8,12,actual,KP,3,2205.39
8,12,actual,MP,3,2440.13
8,12,actual,unbalance,3,71.49
8,12,plan,Total,3,4717
8,12,plan,KP,3,2440.09
8,12,plan,MP,3,2276.64
8,12,actual,Total,4,4613.25
8,12,actual,KP,4,2557.26
8,12,actual,MP,4,2056
8,12,actual,unbalance,4,85.75
8,12,plan,Total,4,4699
8,12,plan,KP,4,2798.08
8,12,plan,MP,4,1900.95
8,12,actual,Total,5,4569.43
8,12,actual,KP,5,2475.69
8,12,actual,MP,5,2093.73
8,12,actual,unbalance,5,269.58
8,12,plan,Total,5,4839
8,12,plan,KP,5,2564.49
8,12,plan,MP,5,2274.33
8,12,actual,Total,6,4303.16
8,12,actual,KP,6,2388.12
8,12,actual,MP,6,1915.04
8,12,actual,unbalance,6,935.85
8,12,plan,Total,6,5239
8,12,plan,KP,6,2564.49
8,12,plan,MP,6,2674.99
8,12,actual,Total,7,5024.2
8,12,actual,KP,7,2287.14
8,12,actual,MP,7,2737.06
8,12,actual,unbalance,7,214.8
8,12,plan,Total,7,5239
8,12,plan,KP,7,2564.49
8,12,plan,MP,7,2674.99
8,12,actual,Total,8,5021.86
8,12,actual,KP,8,2412.88
8,12,actual,MP,8,2608.99
8,12,actual,unbalance,8,-108.86
8,12,plan,Total,8,4913
8,12,plan,KP,8,2635.9
8,12,plan,MP,8,2276.64
8,12,actual,Total,9,4956.7
8,12,actual,KP,9,2501.74
8,12,actual,MP,9,2454.95
8,12,actual,unbalance,9,516.3
8,12,plan,Total,9,5473
8,12,plan,KP,9,2798.1
8,12,plan,MP,9,2674.99
8,12,actual,Total,10,4730.35
8,12,actual,KP,10,2575.75
8,12,actual,MP,10,2154.6
8,12,actual,unbalance,10,580.65
8,12,plan,Total,10,5311
8,12,plan,KP,10,2635.9
8,12,plan,MP,10,2674.99
8,12,actual,Total,11,4690.38
8,12,actual,KP,11,2371.44
8,12,actual,MP,11,2318.94
8,12,actual,unbalance,11,219.63
8,12,plan,Total,11,4910
8,12,plan,KP,11,2635.9
8,12,plan,MP,11,2274.33
8,12,actual,Total,12,4936.02
8,12,actual,KP,12,2684.21
8,12,actual,MP,12,2251.81
8,12,actual,unbalance,12,302.98
8,12,plan,Total,12,5239
8,12,plan,KP,12,2564.49
8,12,plan,MP,12,2674.99
8,12,actual,Total,13,5301.54
8,12,actual,KP,13,2659.52
8,12,actual,MP,13,2642.03
8,12,actual,unbalance,13,-571.54
8,12,plan,Total,13,4730
8,12,plan,KP,13,2635.9
8,12,plan,MP,13,2093.73
8,12,actual,Total,14,4502.55
8,12,actual,KP,14,2376.98
8,12,actual,MP,14,2125.57
8,12,actual,unbalance,14,313.45
8,12,plan,Total,14,4816
8,12,plan,KP,14,2564.49
8,12,plan,MP,14,2251.81
8,12,actual,Total,15,4549.68
8,12,actual,KP,15,2458.33
8,12,actual,MP,15,2091.34
8,12,actual,unbalance,15,466.32
8,12,plan,Total,15,5016
8,12,plan,KP,15,2564.49
8,12,plan,MP,15,2451.81
8,12,actual,Total,16,5241.98
8,12,actual,KP,16,2700.08
8,12,actual,MP,16,2541.9
8,12,actual,unbalance,16,-2.98
8,12,plan,Total,16,5239
8,12,plan,KP,16,2564.49
8,12,plan,MP,16,2674.99
8,12,actual,Total,17,4582.86
8,12,actual,KP,17,2641.53
8,12,actual,MP,17,1941.33
8,12,actual,unbalance,17,-32.85
8,12,plan,Total,17,4550
8,12,plan,KP,17,2458.33
8,12,plan,MP,17,2091.34
8,12,actual,Total,18,4894.3
8,12,actual,KP,18,2751.1
8,12,actual,MP,18,2143.2
8,12,actual,unbalance,18,-344.3
8,12,plan,Total,18,4550
8,12,plan,KP,18,2458.33
8,12,plan,MP,18,2091.34
8,12,actual,Total,19,4285.06
8,12,actual,KP,19,2417.29
8,12,actual,MP,19,1867.77
8,12,actual,unbalance,19,866.94
8,12,plan,Total,19,5152
8,12,plan,KP,19,2476.98
8,12,plan,MP,19,2674.99
8,12,actual,Total,20,4591.5
8,12,actual,KP,20,2801.44
8,12,actual,MP,20,1790.06
8,12,actual,unbalance,20,164.5
8,12,plan,Total,20,4756
8,12,plan,KP,20,2664.49
8,12,plan,MP,20,2091.34
8,12,actual,Total,21,4352.45
8,12,actual,KP,21,2447.26
8,12,actual,MP,21,1905.19
8,12,actual,unbalance,21,130.55
8,12,plan,Total,21,4483
8,12,plan,KP,21,2541.53
8,12,plan,MP,21,1941.33
8,12,actual,Total,22,3864.98
8,12,actual,KP,22,2032.49
8,12,actual,MP,22,1832.49
8,12,actual,unbalance,22,618.02
8,12,plan,Total,22,4483
8,12,plan,KP,22,2541.53
8,12,plan,MP,22,1941.33
8,12,actual,Total,23,4291.29
8,12,actual,KP,23,2395.19
8,12,actual,MP,23,1896.1
8,12,actual,unbalance,23,60.71
8,12,plan,Total,23,4352
8,12,plan,KP,23,2447.26
8,12,plan,MP,23,1905.19
8,12,actual,Total,24,2155.96
8,12,actual,KP,24,997.21
8,12,actual,MP,24,1158.75
8,12,actual,unbalance,24,1996.49
8,12,plan,Total,24,4152.45
8,12,plan,KP,24,2247.26
8,12,plan,MP,24,1905.19
8,12,actual,Total,25,2236.04
8,12,actual,KP,25,954.47
8,12,actual,MP,25,1281.57
8,12,actual,unbalance,25,-141.52
8,12,plan,Total,25,2094.52
8,12,plan,KP,25,1047.26
8,12,plan,MP,25,1047.26
8,12,actual,Total,26,3653.46
8,12,actual,KP,26,2517.93
8,12,actual,MP,26,1135.53
8,12,actual,unbalance,26,-99.52
8,12,plan,Total,26,3553.94
8,12,plan,KP,26,2395.19
8,12,plan,MP,26,1158.75
8,12,actual,Total,27,3689.67
8,12,actual,KP,27,2103.84
8,12,actual,MP,27,1585.83
8,12,actual,unbalance,27,710
8,12,plan,Total,27,4399.66
8,12,plan,KP,27,2458.33
8,12,plan,MP,27,1941.33
8,12,actual,Total,28,4668.92
8,12,actual,KP,28,2752.34
8,12,actual,MP,28,1916.59
8,12,actual,unbalance,28,-316.47
8,12,plan,Total,28,4352.45
8,12,plan,KP,28,2447.26
8,12,plan,MP,28,1905.19
8,12,actual,Total,29,4323.64
8,12,actual,KP,29,2606.48
8,12,actual,MP,29,1717.15
8,12,actual,unbalance,29,28.82
8,12,plan,Total,29,4352.45
8,12,plan,KP,29,2447.26
8,12,plan,MP,29,1905.19
8,12,actual,Total,30,3921.97
8,12,actual,KP,30,2330.47
8,12,actual,MP,30,1591.5
8,12,actual,unbalance,30,659.11
8,12,plan,Total,30,4581.07
8,12,plan,KP,30,2664.49
8,12,plan,MP,30,1916.59
8,12,actual,Total,31,3653.46
8,12,actual,KP,31,2517.93
8,12,actual,MP,31,1135.53
8,12,actual,unbalance,31,916.22
8,12,plan,Total,31,4569.68
8,12,plan,KP,31,2664.49
8,12,plan,MP,31,1905.19
8,13,actual,Total,1,5212.24
8,13,actual,KP,1,2940.25
8,13,actual,MP,1,2271.99
8,13,actual,unbalance,1,51.76
8,13,plan,Total,1,5264
8,13,plan,KP,1,3137.86
8,13,plan,MP,1,2126.02
8,13,actual,Total,2,5075.42
8,13,actual,KP,2,2833.87
8,13,actual,MP,2,2241.55
8,13,actual,unbalance,2,91.58
8,13,plan,Total,2,5167
8,13,plan,KP,2,3040.9
8,13,plan,MP,2,2126.02
8,13,actual,Total,3,4793.09
8,13,actual,KP,3,2491.98
8,13,actual,MP,3,2301.11
8,13,actual,unbalance,3,78.91
8,13,plan,Total,3,4872
8,13,plan,KP,3,2480.09
8,13,plan,MP,3,2392.31
8,13,actual,Total,4,5142.54
8,13,actual,KP,4,3095.58
8,13,actual,MP,4,2046.96
8,13,actual,unbalance,4,-243.54
8,13,plan,Total,4,4899
8,13,plan,KP,4,2772.66
8,13,plan,MP,4,2126.02
8,13,actual,Total,5,5195.92
8,13,actual,KP,5,2765.93
8,13,actual,MP,5,2429.99
8,13,actual,unbalance,5,890.08
8,13,plan,Total,5,6086
8,13,plan,KP,5,3040.9
8,13,plan,MP,5,3045.16
8,13,actual,Total,6,4792.8
8,13,actual,KP,6,2787.46
8,13,actual,MP,6,2005.34
8,13,actual,unbalance,6,755.21
8,13,plan,Total,6,5548
8,13,plan,KP,6,3040.9
8,13,plan,MP,6,2507.54
8,13,actual,Total,7,5000.39
8,13,actual,KP,7,2868.54
8,13,actual,MP,7,2131.85
8,13,actual,unbalance,7,547.61
8,13,plan,Total,7,5548
8,13,plan,KP,7,3040.9
8,13,plan,MP,7,2507.54
8,13,actual,Total,8,5559
8,13,actual,KP,8,3044.58
8,13,actual,MP,8,2514.42
8,13,actual,unbalance,8,-29
8,13,plan,Total,8,5530
8,13,plan,KP,8,3137.86
8,13,plan,MP,8,2392.31
8,13,actual,Total,9,5485.7
8,13,actual,KP,9,3076.2
8,13,actual,MP,9,2409.49
8,13,actual,unbalance,9,-205.7
8,13,plan,Total,9,5280
8,13,plan,KP,9,2772.7
8,13,plan,MP,9,2507.54
8,13,actual,Total,10,5456.75
8,13,actual,KP,10,3047.34
8,13,actual,MP,10,2409.41
8,13,actual,unbalance,10,188.25
8,13,plan,Total,10,5645
8,13,plan,KP,10,3137.86
8,13,plan,MP,10,2507.54
8,13,actual,Total,11,5015.39
8,13,actual,KP,11,2496.6
8,13,actual,MP,11,2518.79
8,13,actual,unbalance,11,1167.61
8,13,plan,Total,11,6183
8,13,plan,KP,11,3137.86
8,13,plan,MP,11,3045.16
8,13,actual,Total,12,5421.01
8,13,actual,KP,12,3252.16
8,13,actual,MP,12,2168.85
8,13,actual,unbalance,12,126.99
8,13,plan,Total,12,5548
8,13,plan,KP,12,3040.9
8,13,plan,MP,12,2507.54
8,13,actual,Total,13,5487.03
8,13,actual,KP,13,3137.63
8,13,actual,MP,13,2349.4
8,13,actual,unbalance,13,80.97
8,13,plan,Total,13,5568
8,13,plan,KP,13,3137.86
8,13,plan,MP,13,2429.99
8,13,actual,Total,14,5311.38
8,13,actual,KP,14,3031.34
8,13,actual,MP,14,2280.04
8,13,actual,unbalance,14,-101.38
8,13,plan,Total,14,5210
8,13,plan,KP,14,3040.9
8,13,plan,MP,14,2168.85
8,13,actual,Total,15,5082.6
8,13,actual,KP,15,2817.32
8,13,actual,MP,15,2265.28
8,13,actual,unbalance,15,127.4
8,13,plan,Total,15,5210
8,13,plan,KP,15,3040.9
8,13,plan,MP,15,2168.85
8,13,actual,Total,16,5712.12
8,13,actual,KP,16,3311.91
8,13,actual,MP,16,2400.21
8,13,actual,unbalance,16,-164.12
8,13,plan,Total,16,5548
8,13,plan,KP,16,3040.9
8,13,plan,MP,16,2507.54
8,13,actual,Total,17,5226.24
8,13,actual,KP,17,2761.47
8,13,actual,MP,17,2464.77
8,13,actual,unbalance,17,-43.24
8,13,plan,Total,17,5183
8,13,plan,KP,17,2917.32
8,13,plan,MP,17,2265.28
8,13,actual,Total,18,5098.32
8,13,actual,KP,18,3073.32
8,13,actual,MP,18,2025
8,13,actual,unbalance,18,-315.32
8,13,plan,Total,18,4783
8,13,plan,KP,18,2517.32
8,13,plan,MP,18,2265.28
8,13,actual,Total,19,4767.87
8,13,actual,KP,19,2768.96
8,13,actual,MP,19,1998.91
8,13,actual,unbalance,19,771.13
8,13,plan,Total,19,5539
8,13,plan,KP,19,3031.34
8,13,plan,MP,19,2507.54
8,13,actual,Total,20,4819.51
8,13,actual,KP,20,3158.52
8,13,actual,MP,20,1660.99
8,13,actual,unbalance,20,486.49
8,13,plan,Total,20,5306
8,13,plan,KP,20,3040.9
8,13,plan,MP,20,2265.28
8,13,actual,Total,21,5128.98
8,13,actual,KP,21,3050.62
8,13,actual,MP,21,2078.36
8,13,actual,unbalance,21,-102.98
8,13,plan,Total,21,5026
8,13,plan,KP,21,2761.47
8,13,plan,MP,21,2264.77
8,13,actual,Total,22,4742.56
8,13,actual,KP,22,2634.32
8,13,actual,MP,22,2108.24
8,13,actual,unbalance,22,83.44
8,13,plan,Total,22,4826
8,13,plan,KP,22,2761.47
8,13,plan,MP,22,2064.77
8,13,actual,Total,23,4760.36
8,13,actual,KP,23,2798.69
8,13,actual,MP,23,1961.67
8,13,actual,unbalance,23,168.65
8,13,plan,Total,23,4929
8,13,plan,KP,23,2850.62
8,13,plan,MP,23,2078.36
8,13,actual,Total,24,2226.9
8,13,actual,KP,24,1070.32
8,13,actual,MP,24,1156.58
8,13,actual,unbalance,24,2602.09
8,13,plan,Total,24,4828.98
8,13,plan,KP,24,2750.62
8,13,plan,MP,24,2078.36
8,13,actual,Total,25,2448.82
8,13,actual,KP,25,1099.56
8,13,actual,MP,25,1349.26
8,13,actual,unbalance,25,-147.58
8,13,plan,Total,25,2301.24
8,13,plan,KP,25,1150.62
8,13,plan,MP,25,1150.62
8,13,actual,Total,26,3938.94
8,13,actual,KP,26,2791.54
8,13,actual,MP,26,1147.4
8,13,actual,unbalance,26,16.33
8,13,plan,Total,26,3955.26
8,13,plan,KP,26,2798.69
8,13,plan,MP,26,1156.58
8,13,actual,Total,27,4470.32
8,13,actual,KP,27,2760.91
8,13,actual,MP,27,1709.41
8,13,actual,unbalance,27,811.77
8,13,plan,Total,27,5282.09
8,13,plan,KP,27,2817.32
8,13,plan,MP,27,2464.77
8,13,actual,Total,28,5325.17
8,13,actual,KP,28,3162.3
8,13,actual,MP,28,2162.87
8,13,actual,unbalance,28,-396.18
8,13,plan,Total,28,4928.98
8,13,plan,KP,28,2850.62
8,13,plan,MP,28,2078.36
8,13,actual,Total,29,4917.14
8,13,actual,KP,29,3169.47
8,13,actual,MP,29,1747.68
8,13,actual,unbalance,29,111.84
8,13,plan,Total,29,5028.98
8,13,plan,KP,29,2950.62
8,13,plan,MP,29,2078.36
8,13,actual,Total,30,4658.83
8,13,actual,KP,30,2731.94
